"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SN2008gb","2008/10/04","02:57:57.10,02:57:57.141,02:57:57.168,02:57:57.13","Ia","109","","",""
"SN1975N","1975/10/24","23:38:54,23:38:54.8,23:38:55.05","Ia","108","","",""
"SN2006gz","2006/09/26","18:10:26.33","Ia","107","27","",""
"SN2009F","2009/01/04","04:59:23.56,04:59:23.57","Ia Pec","107","8","",""
"ASASSN-15ug","2016/01/25","06:45:01.70,06:45:01.682,06:45:01.68","Ia","107","1","",""
"Gaia15aba","2015/02/06","16:03:30.20,16:03:30.24","Ia","107","","",""
"SN1971G","1971/03/29","12:12:12.0,12:12:12,12:12:12.2,12:12:12.00","Ia","107","1","",""
"SN2002dl","2002/06/16","22:20:53.96","Ia Pec","106","4","",""
"SN2002el","2002/08/12","20:56:30.09","Ia","106","3","",""
"SN2003Y","2003/01/29","08:54:34.60,08:54:34.608","Ia","106","5","",""
"SN2006ev","2006/09/12","21:30:59.26,21:30:59.28","Ia","106","7","",""
"DES16E2dd","2016/08/13","00:41:49.98","Ia","106","","",""
"SN2001cz","2001/07/04","12:47:30.17","Ia","105","","",""
"SN2005fb","2005/09/10","03:01:17.544,03:01:17.5,03:01:17.52,03:01:17.54","Ia","105","","",""
"SN2005ls","2005/12/09","02:54:15.97,02:54:15.912","Ia","105","5","",""
"SN2005lu","2005/12/11","02:36:03.71,02:36:3.72","Ia","105","12","",""
"SN1993H","1993/03/18","13:52:50.34","Ia","104","","",""
"SN2000ca","2000/04/28","13:35:22.98","Ia","104","","",""
"SN2007fr","2007/07/14","21:37:08.64,21:37:08.374,21:37:08.74","Ia","104","2","",""
"SN2010ag","2010/03/05","17:03:53.63,17:03:53.653,17:03:53.52","Ia","103","","",""
"SN1998ec","1998/09/26","06:53:06.11","Ia","102","7","",""
"SN2005ij","2005/10/21","03:04:21.264,03:04:21.3,03:04:21.26","Ia","102","","",""
"SN2006br","2006/04/25","13:30:01.80,13:30:1.92","Ia","102","5","",""
"SN2007sw","2007/12/29","12:13:36.88,12:13:36.933","Ia","102","5","",""
"SN2005cc","2005/05/19","13:57:04.85","Ia-02cx","101","12","",""
"SN2005ic","2005/10/12","21:51:08.69,21:51:08.7,21:51:08.64","Ia","101","","",""
"SN2009bv","2009/03/27","13:07:20.47,13:07:20.517,13:07:20.4","Ia","101","","",""
"LSQ12gxj","2012/12/01","02:52:58.0,02:52:57.38","Ia","101","1","",""
"PTF10icb","2010/05/30","12:54:49.16,12:54:49.92,12:54:49.78,12:54:49.2,12:54:49.22","Ia","100","4","0",""
"DES16X3er","2016/08/24","02:22:44.61","Ia Pec","100","","",""
"SN2016eoa","2016/08/02","00:21:23.10,00:21:23.100,00:21:23.059,00:21:23.06","Ia","100","","",""
"SN1965I","1965/06/18","12:52:15,12:52:15.4,12:52:15.54","Ia","100","","",""
"SN2009do","2009/04/22","12:34:58.35,12:34:58.316,12:34:58.32","Ia","99","","",""
"SN2009lf","2009/11/06","02:01:39.61,02:01:39.616,02:01:39.624","Ia","99","","",""
"Gaia15agc","2015/05/30","12:18:23.70,12:18:23.22,12:18:23.28","Ia","99","","",""
"SN1974G","1974/04/20","12:26:28,12:26:28.3,12:26:29.14","Ia","99","","",""
"SN2000cw","2000/07/14","23:47:25.10","Ia","98","3","",""
"SN2005gc","2005/09/22","01:21:37.584,01:21:37.6,01:21:37.608,01:21:37.62","Ia","98","","",""
"SN2009gf","2009/06/15","14:15:37.11,14:15:37.127,14:15:37.12","Ia","98","","",""
"SN2002do","2002/06/17","19:56:12.88","Ia","97","6","",""
"SN2004at","2004/03/12","10:58:45.18,10:58:45.12","Ia","97","11","",""
"SN2008af","2008/02/09","14:59:28.50,14:59:28.32","Ia","97","3","",""
"SN2016dxc","2016/04/06","09:09:51.10,09:09:51.11,09:09:51.12","Ia","97","","",""
"SN2005gx","2005/09/26","23:59:32.160,23:59:32.3,23:59:32.16,23:59:32.26","Ia","96","","",""
"SN2001fh","2001/11/03","21:20:42.50","Ia Pec","95","8","",""
"SN1994Q","1994/06/02","16:49:51.13,16:49:51.12,16:49:51.06,16:49:51.14","Ia","94","9","",""
"SN2002cf","2002/04/13","12:54:31.30","Ia","94","3","",""
"SN2002jg","2002/11/23","22:19:28.80","Ia","94","5","",""
"SN2004bw","2004/05/26","15:03:46.75","Ia","94","2","",""
"SN2005id","2005/10/12","23:16:33.360,23:16:33.3,23:16:33.36,23:16:33.32","Ia","94","","",""
"SN2006cp","2006/05/28","12:19:14.89,12:19:14.88","Ia","94","12","",""
"SN2008dr","2008/06/28","22:10:51.67,22:10:51.664","Ia","94","5","",""
"SN2016blc","2016/03/30","10:48:49.44,10:48:49.34","Ia","94","1","",""
"SN1964E","1964/03/12","11:59:01,11:59:21.0,11:59:00.19","Ia","94","2","",""
"SN1983G","1983/04/04","12:52:20.90,12:52:20.9,12:52:20.95","Ia","94","8","0",""
"SN2001ah","2001/03/27","11:10:29.82,11:10:29.85","Ia Pec","93","5","",""
"SN1966J","1966/12/20","10:19:45,10:19:45.8,10:19:45.41","Ia","93","1","",""
"SN1986G","1986/05/03","13:25:36.46,13:25:36.51","Ia-91bg","93","42","0",""
"SDSS-II SN 1686","2005/09/03","00:08:59.60,00:08:59.6,00:08:59.604,00:08:59.5728","Ia?","92","","",""
"SN2005gr","2005/09/22","03:36:37.49,03:36:37.5,03:36:37.488,03:36:37.464","Ia","92","","",""
"SN2007cv","2007/06/29","10:37:45.4,10:37:45.40","Ia","92","","",""
"LSQ12fuk","2012/10/31","04:58:15.89,04:58:15.88","Ia","92","","",""
"SN1961P","1961/09/12","02:35:35,02:35:35.100,02:35:37.30","Ia","92","","",""
"SN2000dr","2000/10/05","01:01:44.04,01:1:44.04","Ia","91","1","",""
"SN2005bc","2005/04/02","14:37:15.12,14:37:15.05","Ia","91","4","",""
"SN2005bg","2005/03/28","12:17:17.23,12:17:17.28,12:17:17.18","Ia","91","3","",""
"SN2008bw","2008/04/21","18:26:50.46,18:26:50.440","Ia","91","1","",""
"SN2009na","2009/12/26","10:47:01.42,10:47:01.444,10:47:01.44","Ia","91","","",""
"SN2011ae","2011/02/12","11:54:49.25,11:54:49.2,11:54:49.3,11:54:48.96","Ia","91","","0",""
"SN1991ag","1991/06/09","20:00:08.61,20:00:08.65,20:00:08.60","Ia","90","","",""
"SN2006fy","2006/09/11","23:26:40.080,23:26:40.32,23:26:40.08,23:26:40.19","Ia","90","2","",""
"ASASSN-13dl","2013/10/10","07:38:49.54,07:38:49.44,07:38:49.2","Ia","90","","",""
"SN2013hy","2013/08/30","02:42:32.82,02:42:32.83","SLSN-I","90","1","",""
"SN2014bv","2014/06/18","12:24:30.98","Ia","90","","",""
"SN1996bl","1996/10/11","00:36:17.97","Ia","89","4","",""
"SN1999ao","1999/03/05","06:27:26.37","Ia","89","","",""
"SN2005hz","2005/10/11","00:46:32.27,00:46:32.3,00:46:32.208,00:46:32.184,00:46:32.20","Ia","89","","",""
"SN2005mh","2005/10/31","02:44:56.67,02:44:56.7,02:44:56.688,02:44:56.664,02:44:56.68","Ia?","89","","",""
"SN2006en","2006/08/26","23:10:05.06","Ia","89","3","",""
"SN2006eu","2006/09/03","20:02:51.15","Ia","89","3","",""
"SN2007ci","2007/05/15","11:45:45.85","Ia","89","15","",""
"SN2007mm","2007/10/09","01:05:46.67,01:05:46.656,01:05:46.68","Ia","89","","",""
"SNLS-05D4bm","2005/07/10","22:17:04.611","Ia","89","1","",""
"SN2010gy","2010/08/06","02:27:12.00,02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.036","Ia","89","1","",""
"SN1973N","1973/09/02","23:08:49,23:08:49.4,23:08:56.23","Ia","89","","",""
"SN1983N","1983/07/03","13:36:51.23","Ib","89","5","",""
"SN2000bk","2000/04/11","12:33:53.94","Ia","88","4","",""
"SN2005gd","2005/09/22","01:47:51.048,01:47:51.024,01:47:51,01:59:51.03","Ia","88","","",""
"SN2008R","2008/01/27","03:03:53.70,03:03:53.71","Ia","88","9","",""
"SN2017ets","2017/06/16","16:13:46.15,16:13:46.150,16:13:46.08","Ia","88","1","",""
"SN2005jw","2005/10/25","20:40:19.25,20:40:19.2","Ia","87","","",""
"SN2009nr","2009/12/22","13:10:58.95,13:10:58.94","Ia","87","1","",""
"SNF20080522-011","2008/05/22","15:19:58.94,15:19:58.920,15:19:58.8,15:19:58.91","Ia","87","11","",""
"SN2005gp","2005/09/14","03:41:59.352,03:41:59.3,03:41:59.28,03:41:59.304,03:41:59.256,03:41:59.29","Ia","86","","",""
"SN2013gy","2013/12/06","03:42:16.88","Ia","86","2","",""
"SN1959C","1959/06/28","13:11:23.81,13:11:23.82","Ia","86","1","",""
"SN1997do","1997/10/31","07:26:42.50","Ia","85","16","",""
"SN2005eg","2005/09/09","01:02:08.49,01:02:08.5,01:02:08.472,01:02:08.448,01:02:08.50","Ia","85","","",""
"SN2005mo","2005/11/23","03:50:12.90,03:50:12.9,03:50:12.912,03:50:12.888","II","85","","",""
"SN2006bd","2006/03/26","11:38:29.59,11:38:28.56,11:38:28.46","Ia Pec","85","1","",""
"SN2007hg","2007/08/24","04:08:32.65,04:08:32.676","Ia","85","","",""
"SN2007ss","2007/12/20","12:41:06.07,12:41:06.150","Ia","85","2","",""
"SN2008gl","2008/10/20","01:20:54.82,01:20:54.820,01:20:54.792","Ia","85","6","",""
"ASASSN-15qc","2015/10/01","00:39:17.980,00:39:17.98,00:39:17.94,00:39:17.964","Ia","85","1","",""
"Gaia15aby","2015/02/11","14:19:13.03,14:19:12.96,14:19:13.04","Ia","85","","",""
"SN1960R","1960/12/20","12:25:24.83,12:25:24.85,12:25:24.84","Ia","85","2","",""
"SN1992al","1992/07/27","20:45:56.49,20:45:56.45","Ia","84","","",""
"SN2000dn","2000/09/27","23:05:05.86","Ia","84","6","",""
"SN2005fi","2005/09/11","00:07:58.69,00:07:58.7,00:07:58.666,00:07:58.6872,00:07:58.6656","Ia","84","","",""
"SN2005ku","2005/11/10","22:59:42.65,22:59:42.6,22:59:42.72,22:59:42.48,22:59:42.61","Ia","84","3","",""
"SN2006az","2006/03/23","12:12:14.68","Ia","84","3","",""
"ASASSN-15bk","2015/01/12","15:44:12.430,15:44:12.43,15:44:12.48,15:44:12.38,15:44:12.45","Ia","84","1","",""
"SN2005fu","2005/09/14","02:50:32.136,02:50:32.1,02:50:32.088,02:50:32.064,02:50:32.09","Ia","83","","",""
"LSQ12hxx","2012/12/25","03:19:44.23","Ia","83","","",""
"SN2005if","2005/10/14","03:30:12.888,03:30:12.9,03:30:12.864,03:30:12.84,03:30:12.87","Ia","82","","",""
"LSQ12btn","2012/04/08","09:21:30.50,09:21:30.47","Ia","82","1","",""
"SN1895B","1895/07/07","13:39:55.9,13:39:57.3,13:39:57.30","Ia","82","","",""
"SN2003cq","2003/03/30","11:56:14.17,11:56:14.178","Ia","81","9","",""
"SN2005ht","2005/10/11","20:50:24.60,20:50:24.6,20:50:24.72,20:50:24.48,20:50:24.61","Ia","81","","",""
"SN2007jh","2007/09/15","03:36:01.578,03:36:01.512,03:36:01.536,03:36:1.54,03:36:01.54","Ia","81","2","",""
"SN2015bp","2015/03/16","15:05:30.07,15:05:30.1,15:05:30","Ia","81","","",""
"SN2002aw","2002/02/15","16:37:29.06","Ia","80","5","",""
"SN2002G","2002/01/18","13:07:55.26","Ia","80","3","",""
"SN2003D","2003/01/06","09:38:53.52,09:38:53.528","Ia","80","5","",""
"SN2004fz","2004/11/14","02:01:06.41","Ia","80","4","",""
"SN2005jc","2005/10/23","00:45:24.41,00:45:24.4,00:45:24.408","Ia","80","","",""
"SN2005jk","2005/10/20","01:45:59.736,01:45:59.4,01:45:59.424,01:45:59.43","Ia","80","","",""
"SN2006em","2006/08/25","02:25:44.30","Ia Pec","80","4","",""
"SN2013gs","2013/11/29","09:31:08.87","Ia","80","1","",""
"SN1997dg","1997/09/27","23:40:14.21","Ia","79","","",""
"2MASS J02261840-0418425","2004/08/10","02:26:18.40,02:26:18.464,02:26:18.477","Ia","79","1","",""
"SN2001br","2001/05/13","18:30:25.55","Ia","79","7","",""
"SN2004bd","2004/04/07","11:39:42.18","Ia","79","8","",""
"SN2005ge","2005/09/22","02:18:14.73,02:18:14.7,02:18:14.736,02:18:14.712,02:18:14.72","Ia?","79","","",""
"SN2007au","2007/03/18","07:11:46.11","Ia","79","6","",""
"ASASSN-14dc","2014/06/24","02:18:37.82,02:18:38.064","IIn","79","","",""
"PS1-10w","2010/02/13","10:42:41.887,10:42:41.76,10:42:41.89,10:42:41.889","Ia","79","","",""
"ASASSN-15ae","2015/01/01","15:51:05.810,15:51:05.81,15:51:05.76","Ia","79","1","",""
"SN1993O","1993/05/18","13:31:07.87","Ia","78","","",""
"SN1993Z","1993/09/23","09:10:19.60,09:10:19.58","Ia","78","9","",""
"SN2000dm","2000/09/24","18:18:58.97","Ia","78","5","",""
"SN2002kf","2002/12/21","06:37:15.31","Ia","78","12","",""
"SN2003gn","2003/07/22","22:33:51.68,22:33:51.688","Ia","78","3","",""
"SN2005gg","2005/09/22","22:18:41.16,22:18:41.2,22:18:41.04","Ia","78","","",""
"SN2005jf","2005/10/24","03:33:40.76,03:33:40.8,03:33:40.752","Ia?","78","","",""
"SN2005jg","2005/10/25","23:01:02.97,23:01:03.0,23:01:02.88","Ia","78","","",""
"SN2008at","2008/03/02","10:27:12.35,10:27:12.469","Ia","78","1","",""
"LSQ12hjm","2012/12/09","03:10:28.73,03:10:28.72","Ia","78","","",""
"SN2011at","2011/03/10","09:28:57.56,09:28:57.6","Ia","78","","0",""
"SN2012dk","2012/06/26","00:13:56.30","Ia","78","","",""
"SN2015F","2015/03/09","07:36:15.76","Ia","78","2","",""
"SN1992bo","1992/12/20","01:21:58.44","Ia","77","","",""
"SN2001ck","2001/06/03","14:37:50.08","Ia","77","6","",""
"SN2003gq","2003/07/24","22:53:20.68,22:53:20.638","Ia-02cx","77","3","",""
"SN2005fa","2005/09/10","01:39:36.010,01:39:36.1,01:39:36.072,01:39:36.08","Ia","77","","",""
"SN2005ix","2005/10/21","20:41:55.88,20:41:55.9,20:41:55.92","Ia","77","","",""
"SN2006gn","2006/08/28","23:11:18.43,23:11:18.48","Ia","77","","",""
"SN2006iz","2006/09/30","21:16:17.20,21:16:17.28","Ia","77","","",""
"SN2006jq","2006/10/01","03:37:06.456,03:37:06.504,03:37:06.50","Ia","77","1","",""
"LSQ12gef","2012/11/07","01:40:33.70","Ia","77","","",""
"SN2016ccj","2016/05/03","17:10:23.92,17:10:23.919,17:10:24","Ia Pec","77","","",""
"SN2002eu","2002/08/30","01:49:43.60","Ia","76","12","",""
"SN2004bk","2004/04/22","13:37:28.72,13:37:28.8","Ia","76","3","",""
"SN1999gd","1999/11/24","08:38:24.61","Ia","75","6","",""
"SN2005fr","2005/09/14","01:08:22.02,01:08:22.0,01:08:22.01,01:08:22.008,01:08:21.984,01:08:22.010","Ia","75","2","",""
"SN2005gf","2005/09/22","22:16:16.61,22:16:16.6,22:16:16.56,22:16:16.63","Ia","75","","",""
"SN2007cs","2007/06/24","23:49:39.00,23:49:38.930","Ia","75","4","",""
"SN2007jt","2007/09/12","02:28:32.760,02:28:32.76,02:28:32.784,02:28:32.78","Ia","75","1","",""
"SN2013hn","2013/12/13","13:48:59.17","Ia","75","6","",""
"SN1969C","1969/02/09","11:41:17.8,11:41:17.76,11:41:17.0,11:41:17.55","Ia","75","","",""
"SN1994S","1994/06/04","12:31:21.85,12:31:21.82,12:31:21.86","Ia","74","6","",""
"SN2004br","2004/05/15","12:31:07.80","Ia","74","3","",""
"SN2005jd","2005/10/23","02:17:06.21,02:17:06.2,02:17:06.216,02:17:06.192,02:17:06.20","Ia","74","","",""
"SN2005jo","2005/10/26","03:28:21.68,03:28:21.7,03:28:21.672,03:28:21.648","Ia","74","","",""
"SN2005js","2005/10/20","01:34:41.51,01:34:41.5,01:34:41.52,01:34:41.496","Ia","74","","",""
"SN2006S","2006/01/26","12:45:39.10","Ia","74","21","",""
"SN2007A","2007/01/02","00:25:16.66,00:25:16.681,00:25:16.68","Ia","74","13","",""
"SN2008cm","2008/05/24","07:16:38.75","Ia","74","1","",""
"CSS150207:081700+511235","2015/02/07","08:16:59.74,08:16:59.76","Ia","74","","",""
"SDSS-II SN 10106","2005/11/07","03:10:46.39,03:10:46.4,03:10:46.392,03:10:46.368","Ia?","73","","",""
"SN2005ie","2005/10/12","02:19:02.53,02:19:02.5,02:19:02.544,02:19:02.52,02:19:02.54","Ia","73","","",""
"SN2006hv","2006/09/18","22:27:19.920,22:27:19.92,22:27:19.99","Ia","73","","",""
"SN2010ev","2010/06/27","10:25:28.99","Ia","73","2","0",""
"SN2010gp","2010/07/14","16:52:57.39","Ia","73","","",""
"SN2002bf","2002/02/22","10:15:42.31","Ia","72","15","",""
"SN2005be","2005/04/05","14:59:32.72,14:59:32.64","Ia","72","7","",""
"SN2005fj","2005/09/11","21:11:20.85,21:11:20.9,21:11:20.88","Ia","72","","",""
"SN2006cc","2006/05/06","16:09:56.44,16:09:56.47","Ia","72","2","",""
"SN2007ap","2007/03/13","15:56:23.06","Ia","72","5","",""
"SN2007mn","2007/10/09","02:05:03.96,02:05:03.936","Ia","72","3","",""
"SN2008Y","2008/02/06","11:19:30.57,11:19:30.581","Ia","72","2","",""
"LSQ12hvj","2012/12/22","11:07:38.63,11:07:38.62","Ia","72","","",""
"OGLE-2014-SN-024","2014/02/25","06:01:15.38,06:01:15.45","Ia","72","1","",""
"SN1974J","1974/10/09","22:38:37,22:38:37.8,22:38:38.71","Ia","72","","",""
"SN1990T","1990/07/21","19:59:02.29,19:59:02.28","Ia","71","","",""
"SN1994T","1994/06/11","13:21:30.73,13:21:30.69,13:18:59.84","Ia","71","6","",""
"SN2001fe","2001/11/02","09:37:57.10,09:37:57.03","Ia","71","13","",""
"SN2002hu","2002/11/07","02:18:20.06","Ia","71","6","",""
"SDSS-II SN 6696","2005/10/21","22:36:19.04,22:36:19.0,22:36:18.96","Ia?","71","","",""
"SN2005gw","2005/09/26","23:37:59.60,23:37:59.6,23:37:59.52","Ia","71","","",""
"SN2008hy","2008/12/06","03:45:08.45,03:45:08.256","Ia","71","1","",""
"SN2009cz","2009/04/06","09:15:00.02","Ia","71","","",""
"OGLE-2013-SN-032","2013/07/07","00:19:17.49,00:19:17.52","Ia","71","1","",""
"PS1-10aeq","2010/09/03","03:29:42.071","Ia","71","","",""
"SN2011ia","2011/11/18","09:45:03.45,09:45:03.55,09:45:03.54","Ia","71","1","",""
"SN2012Z","2012/01/29","03:22:05.3964,03:22:05.35","Ia-02cx","71","37","0",""
"SN2016fbz","2016/08/16","23:59:16.00,23:59:16.034,23:59:16.08,23:59:16.03","Ia","71","1","",""
"SN1996bk","1996/10/12","13:46:57.98","Ia","70","1","",""
"SN1998eg","1998/10/19","22:39:30.29,22:39:30.26","Ia","70","7","",""
"SN2005ji","2005/10/27","00:17:18.34,00:17:18.3,00:17:18.338,00:17:18.307,00:17:18.3384,00:17:18.3072","Ia","70","","",""
"SN2007mc","2007/10/08","01:07:25.70,01:07:25.248,01:07:25.272,01:07:25.28","Ia","70","","",""
"LSQ12ca","2012/01/15","05:31:03.62","Ia","70","","",""
"SN1997Y","1997/02/02","12:45:31.40","Ia","69","5","",""
"SN2001E","2001/01/05","11:49:05.00","Ia","69","7","",""
"SN2004E","2004/01/15","13:16:51.40","Ia","69","1","",""
"LSQ12gpw","2012/11/22","03:12:58.0,03:12:58.24","Ia","69","9","",""
"LSQ12hzs","2012/12/29","04:01:53.19,04:01:53.21","Ia","69","","",""
"SN2010gn","2010/07/07","17:17:50.11,17:17:50.16,17:17:50.04,17:17:49.92,17:17:49.9,17:17:49.90","Ia","69","7","",""
"SN2013bh","2013/04/03","15:02:13.09","Ia Pec","69","20","",""
"ASASSN-15al","2015/01/04","04:57:49.630,04:57:49.63,04:57:49.632","Ia","69","1","",""
"ASASSN-15rw","2015/10/24","02:15:58.150,02:15:58.15,02:15:58.44,02:15:58.45,02:15:58.464,02:15:58.488","Ia","69","","",""
"SN1999cw","1999/06/28","00:20:01.46","Ia","68","7","",""
"SNLS-04D1hd","2004/09/20","02:26:08.834,02:26:08.850","Ia","68","2","",""
"SN2006iy","2006/09/20","22:01:53.040,22:01:52.8,22:01:52.82","Ia","68","","",""
"SN2007hb","2007/08/24","02:08:34.02,02:08:34.08,02:33:41.90,02:33:41.898","Ic","68","5","",""
"SN2008dt","2008/06/30","16:56:30.56,16:56:30.592","Ia","68","3","",""
"ASASSN-14bd","2014/05/20","12:52:44.8,12:52:44.86,12:52:44.88","Ia","68","","0",""
"SN2011dn","2011/06/21","19:58:35.53,19:58:35.52","Ia","68","","",""
"ASASSN-15rq","2015/10/21","00:08:03.140,00:08:03.14,00:08:03.1392","Ia","68","1","",""
"SN1939A","1939/01/17","12:42:48,12:42:48.7,12:42:47.94","Ia","68","2","",""
"SN1956A","1956/03/08","11:57:43,11:57:35.100,11:57:43.43","Ia","68","8","",""
"SN1981D","1981/03/01","03:22:39,03:22:38.4,03:22:40.07","Ia","68","","",""
"SN2005jb","2005/10/23","22:36:03.21,22:36:03.2,22:36:03.12","II","67","","",""
"SN2006hu","2006/09/18","03:34:22.728,03:34:22.68,03:34:22.704,03:34:22.72","Ia","67","","",""
"SN2007ls","2007/10/06","20:28:28.07,20:28:28.08","Ia","67","1","",""
"SN2016isl","2016/12/06","03:58:12.55,03:58:12.550,03:58:12.624,03:58:12.60","Ia-91T","67","1","",""
"SDSS-II SN 15198","2006/10/12","02:18:30.604,02:18:30.576,02:18:30.6","Ia","66","","",""
"SN2007fs","2007/07/15","22:01:40.44,22:01:40.450","Ia","66","14","",""
"SN2007rx","2007/11/28","23:40:11.74,23:40:11.782,23:40:11.76","Ia","66","3","",""
"OGLE-2014-SN-010","2014/02/06","06:25:23.80","Ia","66","1","",""
"SN2012V","2012/01/25","19:47:10.32","Ia","66","1","",""
"SN1991S","1991/04/10","10:29:27.7,10:29:27.79","Ia","65","2","",""
"SN2006kb","2006/10/12","20:19:10.21,20:19:10.32","Ia","65","1","",""
"SNLS-05D4cw","2005/08/06","22:14:50.080","Ia","65","1","",""
"SN2011ek","2011/08/04","02:25:48.89,02:25:48.888,02:25:48.88","Ia","65","2","0",""
"SDSS-II SN 3077","2005/09/21","21:56:10.56","Ia","64","","",""
"SN2005dm","2005/08/26","02:18:39.25","Ia","64","1","",""
"SN2006fm","2006/09/15","22:10:10.320,22:10:10.32,22:10:10.26","Ia","64","2","",""
"SN2006hl","2006/09/18","23:22:46.080,23:22:46.08,23:22:45.84,23:22:45.98","Ia","64","1","",""
"SN2007ju","2007/09/14","00:11:50.465,00:11:50.438,00:11:50.4624,00:11:50.4384,00:11:50.46","Ia","64","1","",""
"ASASSN-15dc","2015/02/16","15:01:30.820,15:01:30.82,15:01:30.81,15:01:30.72","Ia","64","","",""
"SN1972J","1972/08/13","23:21:41,23:21:41.8,23:21:41.56","Ia","64","","",""
"SN2001G","2001/01/08","09:09:33.18","Ia","63","17","",""
"SN2005fz","2005/09/21","21:03:41.22,21:03:41.28,22:03:41.21","Ia","63","","",""
"SN2005hn","2005/09/23","21:57:04.080,21:57:04.2,21:57:04.32,21:57:04.25","Ia","63","","",""
"SN2007hz","2007/09/03","21:03:08.95,21:03:08.88","Ia","63","1","",""
"SNLS-06D4dh","2006/07/29","22:14:19.693,22:14:19.68","Ia","63","1","",""
"PS1-11mz","2011/03/13","12:14:57.100,12:14:57.099","Ia","63","","",""
"SN1979B","1979/02/28","11:50:43.4,11:50:43.44,11:50:43.40","Ia","63","","",""
"SN1992A","1992/01/11","03:36:27.41,03:36:27.40,03:36:27.43","Ia","62","27","0",""
"SN2000cu","2000/07/12","19:24:20.95","Ia","62","3","",""
"SN2001dp","2001/08/12","11:53:45.22,11:53:45.2","Ia","62","","",""
"SN2005ew","2005/10/04","03:39:23.74","Ia","62","2","",""
"SN2005jl","2005/10/23","21:32:56.160,21:32:56.1,21:32:56.16,21:32:56.12","Ia","62","","",""
"SN2005kp","2005/11/01","00:30:53.153,00:30:53.1,00:30:53.155,00:30:53.138,00:30:53.1552,00:30:53.1384,00:30:53.16","Ia","62","","",""
"SN2007kh","2007/09/07","03:15:12.10,03:15:12.049","Ia","62","","",""
"SN2008L","2008/01/14","03:17:16.65","Ia","62","2","",""
"LSQ13abo","2013/04/18","14:59:21.19,14:59:21.20","Ia","62","","",""
"ASASSN-15so","2015/11/08","11:14:11.037,11:14:11.04","Ia","62","1","",""
"SN2015I","2015/05/02","07:17:45.70,07:17:45.68","Ia","62","","",""
"SN1996ab","1996/05/12","15:21:08.35,15:21:08.350","Ia","61","1","",""
"SN1996bv","1996/11/03","06:16:13.04,06:16:13.00","Ia","61","2","",""
"SN1998dk","1998/08/19","00:14:32.16,00:14:32.2","Ia","61","14","",""
"SDSS-II SN 13839","2006/09/16","20:41:20.64","II","61","","",""
"SN2005fo","2005/09/13","21:55:46.40,21:55:46.4,21:55:46.32","Ia","61","","",""
"SN2006bq","2006/04/23","18:39:58.88","Ia","61","5","",""
"SN2006gw","2006/09/11","01:57:53.50,01:57:53.496","Ia?","61","","",""
"SN2006jr","2006/10/01","03:39:47.160,03:39:47.136,03:39:47.15","Ia","61","1","",""
"SN2007tt","2007/11/05","01:11:20.516,01:11:20.52,01:11:20.520","Ia","61","3","",""
"SNLS-05D4be","2005/07/06","22:16:53.388","Ia","61","1","",""
"SNLS-06D3cn","2006/03/05","14:19:25.848","Ia","61","1","",""
