"Name","Disc. Date","Type","Phot."
"SN2007iq","2007/09/12","Ic/Ic-bl","146"
"ESSENCEy173","2007/11/16","Ic?",""
"PSN J05521661+4650211","2015/01/23","Ic?","1"
"LSQ12bqn","2012/04/02","Ic?","1"
"SN2016gcm","2016/09/08","Ic?","12"
"SN2007md","2007/10/08","II","34"
"SN2005ae","2005/02/01","II","1"
"LSQ15hj","2015/01/24","II","1"
"SN2006dk","2006/06/25","II","1"
"SN2005bb","2005/04/01","II","1"
"SN2016blz","2016/04/10","II","12"
"SN2003bg","2003/02/25","II P","73"
"SN2004ff","2004/10/30","IIb","19"
"SN2000H","2000/02/07","IIb","29"
"SN2004C","2004/01/12","IIb","10"
"SN2008ax","2008/03/03","IIb","645"
"SN2008ay","2008/03/05","IIb","1"
"SN2006bf","2006/03/27","IIb","32"
"SN2016adj","2016/02/08","IIb","1"
"LSQ15rw","2015/02/22","IIb","1"
"SN2008bo","2008/03/31","IIb","226"
"SN2010hc","2010/08/24","IIb","1"
"iPTF13edf","2013/11/28","IIb/Ib","1"
"PS15bgt","2015/07/10","IIb?","26"
"SN2016cyj","2016/06/26","IIn","4"
"SN2008fz","2008/09/22","IIn","1"
"SN1999bw","1999/04/20","IIn?","15"
"SN2006oz","2006/10/20","SLSN","60"
"CSS140925:005854+181322","2014/09/25","SLSN-I","1"
"SN2011kg","2011/12/21","SLSN-I","104"
"LSQ14fxj","2014/10/12","SLSN-I","1"
"SN2012il","2012/01/19","SLSN-I","44"
"SN2010gx","2010/03/13","SLSN-I","212"
"LSQ14an","2014/01/02","SLSN-I","72"
"SN2013dg","2013/05/17","SLSN-I","77"
"SN2011ke","2011/04/06","SLSN-I","173"
"SN2010md","2010/05/15","SLSN-I","99"
"SN2010hy","2010/09/04","SLSN-I-R","1"
"CSS121015:004244+132827","2012/10/15","SLSN-II","202"
