ASASSN-14ms,V,Ib,y,,,,
DES16s1kt,g,IIb,y,,,,
DES16s1kt,ip,IIb,y,,,,
DES16s1kt,rp,IIb,y,,,,
LSQ13ccw,B,Ibn,y,,,,
LSQ13ccw,I,Ibn,y,,,,
LSQ13ccw,R,Ibn,y,,,,
LSQ13ccw,V,Ibn,y,,,,
LSQ14efd,B,Ic,y,,,,
LSQ14efd,I,Ic,y,,,,
LSQ14efd,R,Ic,y,,,,
LSQ14efd,V,Ic,y,,,,
LSQ14efd,g,Ic,y,,,,
LSQ14efd,ip,Ic,y,,,,
LSQ14efd,rp,Ic,y,,,,
OGLE-2012-sn-006,I,Ibn,y,,,,
OGLE-2012-sn-006,V,Ibn,y,,,,
OGLE-2013-sn-091,I,Ic,y,,,,
OGLE-2013-sn-134,I,Ic,y,,,,
OGLE-2014-sn-014,I,Ib,y,,,,
OGLE-2014-sn-131,I,Ibn,y,,,,
OGLE15eo,I,Ic,y,,,,
OGLE15rb,I,Ic,y,,,,
OGLE15vk,I,Ic,y,,,,
OGLE16ekf,I,IIb,y,,,,
PS1-12sk,J,Ibn,y,,,,
PS1-12sk,g,Ibn,y,,,,
PS1-12sk,ip,Ibn,y,,,,
PS1-12sk,m2,Ibn,y,,,,
PS1-12sk,rp,Ibn,y,,,,
PS1-12sk,w1,Ibn,y,,,,
PS1-12sk,w2,Ibn,y,,,,
PTF10qts,R,Ic-bl,y,,,,
PTF10qts,ip,Ic-bl,y,,,,
PTF10qts,rp,Ic-bl,y,,,,
PTF11qcj,R,Ic-bl,y,,,,
PTF11qcj,g,Ic-bl,y,,,,
PTF12hni,B,Ic,y,,,,
PTF12hni,g,Ic,y,,,,
PTF12hni,ip,Ic,y,,,,
PTF12hni,rp,Ic,y,,,,
SDSS-II14475,g,Ic-bl,y,,,,
SDSS-II14475,ip,Ic-bl,y,,,,
SDSS-II14475,rp,Ic-bl,y,,,,
iPTF13bvn,B,Ib,y,,,,
iPTF13bvn,I,Ib,y,,,,
iPTF13bvn,R,Ib,y,,,,
iPTF13bvn,U,Ib,y,,,,
iPTF13bvn,V,Ib,y,,,,
iPTF13bvn,g,Ib,y,,,,
iPTF13bvn,ip,Ib,y,,,,
iPTF13bvn,rp,Ib,y,,,,
iPTF13bvn,w1,Ib,y,,,,
iPTF13bvn,w2,Ib,y,,,,
iPTF15dld,ip,Ic-bl,y,,,,
iPTF15dld,rp,Ic-bl,y,,,,
iPTF15dtg,B,Ic,y,,,,
iPTF15dtg,g,Ic,y,,,,
iPTF15dtg,ip,Ic,y,,,,
iPTF15dtg,rp,Ic,y,,,,
sn1954A,B,Ib,y,,,,
sn1954A,V,Ib,y,,,,
sn1983N,B,Ib,y,,,,
sn1983N,U,Ib,y,,,,
sn1983N,V,Ib,y,,,,
sn1983V,B,Ic,y,,,,
sn1983V,V,Ic,y,,,,
sn1984I,B,Ib,y,,,,
sn1984I,U,Ib,y,,,,
sn1984I,V,Ib,y,,,,
sn1991N,V,Ic,y,,,,
sn1993J,B,IIb,y,,,,
sn1993J,I,IIb,y,,,,
sn1993J,R,IIb,y,,,,
sn1993J,U,IIb,y,,,,
sn1993J,V,IIb,y,,,,
sn1994I,B,Ic,y,,,,
sn1994I,I,Ic,y,,,,
sn1994I,R,Ic,y,,,,
sn1994I,U,Ic,y,,,,
sn1994I,V,Ic,y,,,,
sn1996cb,B,IIb,y,,,,
sn1996cb,R,IIb,y,,,,
sn1996cb,V,IIb,y,,,,
sn1997ef,B,Ic-bl,n,missing peak,,,
sn1997ef,R,Ic-bl,n,missing peak,,,
sn1997ef,V,Ic-bl,y,,,,
sn1998bw,B,Ic-bl,y,,,,
sn1998bw,I,Ic-bl,y,,,,
sn1998bw,R,Ic-bl,y,,,,
sn1998bw,U,Ic-bl,y,,,,
sn1998bw,V,Ic-bl,y,,,,
sn1999dn,B,Ib,y,,,,
sn1999dn,I,Ib,y,,,,
sn1999dn,R,Ib,y,,,,
sn1999dn,U,Ib,y,,,,
sn1999dn,V,Ib,y,,,,
sn1999ex,B,Ib,y,,,,
sn1999ex,I,Ib,y,,,,
sn1999ex,R,Ib,y,,,,
sn1999ex,U,Ib,y,,,,
sn1999ex,V,Ib,y,,,,
sn2002ap,B,Ic-bl,y,,,,
sn2002ap,I,Ic-bl,y,,,,
sn2002ap,R,Ic-bl,y,,,,
sn2002ap,U,Ic-bl,y,,,,
sn2002ap,V,Ic-bl,y,,,,
sn2002ji,R,Ib,y,,,,
sn2003bg,B,IIb,y,,,,
sn2003bg,I,IIb,y,,,,
sn2003bg,V,IIb,y,,,,
sn2003dh,B,Ic-bl,n,pre-shock contamination,,,
sn2003dh,H,Ic-bl,n,pre-shock contamination,,,
sn2003dh,I,Ic-bl,n,pre-shock contamination,,,
sn2003dh,J,Ic-bl,n,pre-shock contamination,,,
sn2003dh,R,Ic-bl,n,pre-shock contamination,,,
sn2003dh,U,Ic-bl,n,pre-shock contamination,,,
sn2003dh,V,Ic-bl,n,pre-shock contamination,,,
sn2003jd,B,Ic-bl,y,,,,
sn2003jd,I,Ic-bl,y,,,,
sn2003jd,R,Ic-bl,y,,,,
sn2003jd,V,Ic-bl,y,,,,
sn2003lw,I,Ic-bl,n,data not valid,,,
sn2003lw,K,Ic-bl,n,data not valid,,,
sn2003lw,R,Ic-bl,n,data not valid,,,
sn2004aw,B,Ic,y,,,,
sn2004aw,I,Ic,y,,,,
sn2004aw,R,Ic,y,,,,
sn2004aw,U,Ic,y,,,,
sn2004aw,V,Ic,y,,,,
sn2004dk,B,Ib,y,,,,
sn2004dk,I,Ib,y,,,,
sn2004dk,R,Ib,y,,,,
sn2004dk,V,Ib,y,,,,
sn2004dn,B,Ic,y,,,,
sn2004dn,I,Ic,y,,,,
sn2004dn,R,Ic,y,,,,
sn2004dn,V,Ic,y,,,,
sn2004ex,B,IIb,y,,,,
sn2004ex,H,IIb,y,,,,
sn2004ex,J,IIb,y,,,,
sn2004ex,V,IIb,y,,,,
sn2004ex,g,IIb,y,,,,
sn2004ex,ip,IIb,y,,,,
sn2004ex,rp,IIb,y,,,,
sn2004ex,up,IIb,y,,,,
sn2004fe,B,Ic,y,,,,
sn2004fe,V,Ic,y,,,,
sn2004fe,g,Ic,y,,,,
sn2004fe,ip,Ic,y,,,,
sn2004fe,rp,Ic,y,,,,
sn2004fe,up,Ic,y,,,,
sn2004ff,B,IIb,y,,,,
sn2004ff,J,IIb,y,,,,
sn2004ff,V,IIb,y,,,,
sn2004ff,g,IIb,y,,,,
sn2004ff,ip,IIb,y,,,,
sn2004ff,rp,IIb,y,,,,
sn2004ff,up,IIb,y,,,,
sn2004gq,B,Ib,y,,,,
sn2004gq,H,Ib,y,,,,
sn2004gq,J,Ib,y,,,,
sn2004gq,U,Ib,n,missing peak,,,
sn2004gq,V,Ib,y,,,,
sn2004gq,g,Ib,y,,,,
sn2004gq,ip,Ib,y,,,,
sn2004gq,rp,Ib,y,,,,
sn2004gq,up,Ib,y,,,,
sn2004gt,B,Ic,y,,,,
sn2004gt,H,Ic,y,,,,
sn2004gt,J,Ic,y,,,,
sn2004gt,K,Ic,n,missing peak,,,
sn2004gt,V,Ic,y,,,,
sn2004gt,g,Ic,y,,,,
sn2004gt,ip,Ic,y,,,,
sn2004gt,rp,Ic,y,,,,
sn2004gt,up,Ic,y,,,,
sn2004gv,B,Ib,y,,,,
sn2004gv,H,Ib,y,,,,
sn2004gv,J,Ib,y,,,,
sn2004gv,V,Ib,y,,,,
sn2004gv,g,Ib,y,,,,
sn2004gv,ip,Ib,y,,,,
sn2004gv,rp,Ib,y,,,,
sn2004gv,up,Ib,y,,,,
sn2005az,B,Ic,y,,,,
sn2005az,H,Ic,y,,,,
sn2005az,J,Ic,y,,,,
sn2005az,K,Ic,y,,,,
sn2005az,V,Ic,y,,,,
sn2005az,ip,Ic,y,,,,
sn2005az,rp,Ic,y,,,,
sn2005bf,B,Ib,y,,,,
sn2005bf,H,Ib,y,,,,
sn2005bf,J,Ib,y,,,,
sn2005bf,K,Ib,y,,,,
sn2005bf,U,Ib,y,,,,
sn2005bf,V,Ib,y,,,,
sn2005bf,g,Ib,y,,,,
sn2005bf,ip,Ib,y,,,,
sn2005bf,rp,Ib,y,,,,
sn2005bf,up,Ib,y,,,,
sn2005by,B,IIb,y,,,,
sn2005by,I,IIb,y,,,,
sn2005by,R,IIb,y,,,,
sn2005by,V,IIb,y,,,,
sn2005em,B,IIb,y,,,,
sn2005em,H,IIb,y,,,,
sn2005em,J,IIb,y,,,,
sn2005em,V,IIb,y,,,,
sn2005em,g,IIb,y,,,,
sn2005em,ip,IIb,y,,,,
sn2005em,rp,IIb,y,,,,
sn2005em,up,IIb,y,,,,
sn2005fk,ip,Ic-bl,y,,,,
sn2005fk,rp,Ic-bl,y,,,,
sn2005hg,B,Ib,y,,,,
sn2005hg,H,Ib,y,,,,
sn2005hg,J,Ib,y,,,,
sn2005hg,K,Ib,y,,,,
sn2005hg,U,Ib,y,,,,
sn2005hg,V,Ib,y,,,,
sn2005hg,ip,Ib,y,,,,
sn2005hg,rp,Ib,y,,,,
sn2005hl,g,Ib,y,,,,
sn2005hl,ip,Ib,y,,,,
sn2005hl,rp,Ib,y,,,,
sn2005hm,g,Ib,y,,,,
sn2005hm,ip,Ib,y,,,,
sn2005hm,rp,Ib,y,,,,
sn2005hm,up,Ib,y,,,,
sn2005kl,B,Ic,y,,,,
sn2005kl,H,Ic,y,,,,
sn2005kl,J,Ic,y,,,,
sn2005kl,K,Ic,y,,,,
sn2005kl,V,Ic,y,,,,
sn2005kl,ip,Ic,y,,,,
sn2005kl,rp,Ic,y,,,,
sn2005kr,g,Ic-bl,y,,,,
sn2005kr,ip,Ic-bl,y,,,,
sn2005kr,rp,Ic-bl,y,,,,
sn2005ks,ip,Ic-bl,y,,,,
sn2005ks,rp,Ic-bl,y,,,,
sn2005ks,up,Ic-bl,y,,,,
sn2005kz,B,Ic,y,,,,
sn2005kz,V,Ic,y,,,,
sn2005kz,ip,Ic,y,,,,
sn2005kz,rp,Ic,y,,,,
sn2005mf,B,Ic,y,,,,
sn2005mf,H,Ic,y,,,,
sn2005mf,J,Ic,y,,,,
sn2005mf,K,Ic,y,,,,
sn2005mf,V,Ic,y,,,,
sn2005mf,ip,Ic,y,,,,
sn2005mf,rp,Ic,y,,,,
sn2006T,B,IIb,y,,,,
sn2006T,H,IIb,y,,,,
sn2006T,J,IIb,y,,,,
sn2006T,V,IIb,y,,,,
sn2006T,g,IIb,y,,,,
sn2006T,ip,IIb,y,,,,
sn2006T,rp,IIb,y,,,,
sn2006T,up,IIb,y,,,,
sn2006aj,B,Ic-bl,n,bad fit,,,
sn2006aj,H,Ic-bl,n,bad fit,,,
sn2006aj,J,Ic-bl,n,bad fit,,,
sn2006aj,K,Ic-bl,n,bad fit,,,
sn2006aj,U,Ic-bl,n,bad fit,,,
sn2006aj,V,Ic-bl,n,bad fit,,,
sn2006aj,ip,Ic-bl,y,,,,
sn2006aj,rp,Ic-bl,y,,,,
sn2006aj,w1,Ic-bl,n,bad fit,,,
sn2006aj,w2,Ic-bl,n,bad fit,,,
sn2006ba,B,IIb,y,,,,
sn2006ba,H,IIb,y,,,,
sn2006ba,J,IIb,y,,,,
sn2006ba,V,IIb,y,,,,
sn2006ba,g,IIb,y,,,,
sn2006ba,ip,IIb,y,,,,
sn2006ba,rp,IIb,y,,,,
sn2006bf,B,IIb,y,,,,
sn2006bf,H,IIb,y,,,,
sn2006bf,J,IIb,y,,,,
sn2006bf,V,IIb,y,,,,
sn2006bf,g,IIb,y,,,,
sn2006bf,ip,IIb,y,,,,
sn2006bf,rp,IIb,y,,,,
sn2006cb,V,Ib,y,,,,
sn2006cb,ip,Ib,y,,,,
sn2006cb,rp,Ib,y,,,,
sn2006el,B,IIb,y,,,,
sn2006el,V,IIb,y,,,,
sn2006el,ip,IIb,y,,,,
sn2006el,rp,IIb,y,,,,
sn2006ep,B,Ib,y,,,,
sn2006ep,H,Ib,y,,,,
sn2006ep,J,Ib,y,,,,
sn2006ep,V,Ib,y,,,,
sn2006ep,g,Ib,y,,,,
sn2006ep,ip,Ib,y,,,,
sn2006ep,rp,Ib,y,,,,
sn2006ep,up,Ib,y,,,,
sn2006fo,B,Ib,y,,,,
sn2006fo,H,Ib,y,,,,
sn2006fo,J,Ib,y,,,,
sn2006fo,K,Ib,y,,,,
sn2006fo,V,Ib,y,,,,
sn2006fo,g,Ib,y,,,,
sn2006fo,ip,Ib,y,,,,
sn2006fo,rp,Ib,y,,,,
sn2006fo,up,Ib,y,,,,
sn2006jc,B,Ibn,y,,,,
sn2006jc,H,Ibn,n,late contamination,,,
sn2006jc,I,Ibn,n,It should have been y,,,
sn2006jc,J,Ibn,n,late contamination,,,
