sn2007C,u,y
sn2012P,B,y
sn2007C,B,y
sn2009bb,I,y
sn2012P,U,y
SDSS-II19065,i,y
sn2010bh,V,y
sn2007gr,R,y
sn2006ba,r,y
PTF12hni,B,y
sn2005hg,U,y
LSQ14efd,I,y
sn2007cl,r,y
sn2005hg,B,y
sn2004gq,g,y
sn2006lc,u,y
sn2006lc,B,y
sn2006ir,r,y
sn2008d,I,y
PS1-12sk,m2,y
SDSS-II19190,r,y
sn2007I,i,y
sn2008ax,V,y
sn2006nx,g,y
sn1996cb,B,y
sn2014L,R,y
sn2007qv,r,y
sn2005hm,i,y
sn2006ep,g,y
OGLE15vk,I,y
sn2005az,H,y
sn2005az,i,y
sn1994I,U,n
sn2007ke,i,y
sn1994I,B,n
sn2009mg,V,y
sn2005bf,U,y
sn2005bf,B,y
sn2007ms,r,y
sn2007I,H,y
sn2014ad,m2,y
sn2013ge,V,y
iPTF13bvn,R,y
sn2008d,H,y
sn2019bjv,g,y
LSQ13ccw,R,y
sn2005kl,r,y
sn2010cn,w2,n
sn2015ap,B,y
sn2004fe,V,y
sn2003dh,V,y
sn2015ap,U,y
sn2013cu,w1,y
PS1-12sk,i,y
sn2003jd,I,y
sn2009bb,H,y
SDSS-II4664,g,y
sn2006aj,U,y
sn2012hn,B,y
sn2006aj,B,y
SDSS-II4664,r,y
sn2007C,V,y
sn2009bb,J,y
sn2007ru,I,y
sn2005fk,i,y
sn2010bh,B,y
sn2005hg,V,y
sn2019bjv,r,y
sn2006lc,V,y
sn2008d,J,y
iPTF13bvn,g,y
sn2008ax,B,y
sn2004dk,I,y
sn2007ms,g,y
sn2008ax,U,y
sn2007I,J,y
sn1985F,B,y
sn1996cb,V,y
sn2005az,K,y
sn1994I,V,y
sn2005az,J,y
sn2007qv,g,y
sn2006ep,r,y
DES16s1kt,i,y
OGLE-2014-sn-014,I,y
PTF11kmb,i,y
PTF10qts,R,y
sn2005bf,V,y
sn2006nx,r,y
sn2009mg,U,y
sn2009mg,B,y
sn2013ge,B,y
sn2007I,K,y
sn2013ge,U,y
sn2005ks,u,n
sn2008d,K,y
OGLE-2013-sn-091,I,y
PTF11iqb,I,y
sn2013cq,I,n
sn2006ir,g,y
sn2004fe,u,y
sn2003dh,B,y
sn2015ap,V,y
sn2004fe,B,y
sn2013cu,w2,y
sn2003dh,U,y
sn2004gq,r,y
PS1-12sk,J,y
sn2005by,R,y
OGLE-2013-sn-134,I,y
sn2006ba,g,n
sn2006aj,V,y
sn2012hn,V,y
sn2012hn,R,y
sn2006aj,r,y
sn2005by,V,y
sn2006cb,i,n
sn1954A,B,y
sn2004gq,V,y
sn2007uy,H,y
sn2006aj,w2,n
LSQ13ccw,B,y
sn2005kl,B,y
sn2013df,I,y
iPTF13bvn,U,y
SDSS-II14475,i,y
iPTF13bvn,B,y
sn2007ms,u,n
sn2008ax,g,y
iPTF15dld,r,y
sn2005bf,r,y
sn2007ay,i,y
sn2019ilo,r,y
sn1994I,R,y
sn2009K,H,y
sn2006ep,V,y
sn1998bw,I,y
sn2009K,i,y
sn2014L,U,y
sn2007nc,r,y
sn2019gqd,i,y
sn2007qv,u,y
sn2014L,B,y
sn2012bz,J,n
sn1996cb,R,y
sn1984I,V,y
sn2006lc,r,y
sn2006ir,B,y
sn2007cl,B,y
sn2007uy,i,y
sn2004fe,g,y
sn2005hg,r,y
sn2013ak,w2,y
sn2006ba,B,n
sn2007gr,U,y
PTF12hni,r,y
sn2003bg,I,y
sn2007gr,B,y
sn2007C,r,y
sn2010jr,U,y
sn2010jr,B,y
sn2012P,r,y
sn2007C,g,y
sn2012P,g,y
sn2005by,B,y
PTF12hni,g,n
sn2004fe,r,y
sn2004gq,B,y
sn2006aj,w1,n
sn2007uy,K,y
sn1954A,V,y
sn2004gq,U,y
sn2003dh,R,y
sn2006lc,g,y
sn2005kl,V,y
LSQ13ccw,V,y
iPTF13bvn,V,y
sn2005ks,r,y
sn2012bz,H,n
sn2006ep,B,y
sn2006ep,u,y
sn2009K,K,y
sn2009K,J,y
sn2014L,V,y
sn2019ilo,g,y
sn2012bz,i,y
sn2005bf,g,y
sn1984I,B,n
sn2008ax,R,y
sn1984I,U,n
sn2012cd,R,y
sn2006ir,V,y
sn2007uy,J,y
sn2007cl,V,y
sn2007gr,V,y
sn2013ak,w1,y
PTF12gzk,w1,y
sn2006ba,V,y
sn2012hn,g,y
sn2010jr,V,y
sn2009er,H,y
sn2009jf,J,y
sn2009iz,V,y
sn2004gv,u,y
sn2004gv,B,y
sn2016gkg,B,y
sn2016gkg,U,y
sn2006el,B,y
sn2011fu,R,y
SDSS-II6861,r,y
sn1997ef,V,y
SDSS-II5339,i,y
sn2005em,B,y
sn2004ex,H,y
sn2007Y,V,y
sn2005em,u,y
sn2011hw,U,y
sn2013dk,V,y
sn2004ff,V,y
sn2011hw,B,y
sn2008bo,U,y
sn2010al,K,y
sn2008bo,B,y
sn2010al,J,y
sn2007ag,i,y
sn2006jc,V,y
sn2007rz,g,n
sn2004ex,i,y
sn2010ay,R,y
sn2013df,w2,y
sn2006T,r,y
sn2008cw,i,y
sn2008aq,J,y
sn2011hs,g,y
sn2006bf,V,n
sn2011bm,B,y
sn2012ap,I,y
sn2011bm,U,y
sn2002ap,I,y
SDSS-II8196,r,y
sn2004aw,B,y
iPTF15dtg,B,y
sn2004gt,V,y
sn2007kj,r,y
sn2010al,w1,y
sn2009jf,K,y
sn2009er,i,y
sn2004aw,U,n
sn2009jf,I,y
sn2007kj,g,y
sn2009iz,u,y
sn2005hl,i,y
sn2009iz,B,y
sn2004gv,V,y
sn2011hs,R,y
sn2003id,R,y
sn2016gkg,V,y
sn1997ef,B,n
sn2008aq,H,y
sn2006T,g,y
sn2014ad,I,y
sn2006el,V,y
sn2007Y,B,y
sn2005kz,i,y
sn2005em,V,y
sn2007Y,U,y
sn2013dk,U,y
sn2011hw,V,y
sn2004ff,B,y
sn2013dk,B,y
sn2007rz,r,n
sn2004ff,u,y
sn2008aq,w1,y
sn2008bo,V,y
sn2011dh,R,y
sn2010al,H,y
sn2008bo,w1,y
sn2006jc,B,y
sn2010al,i,y
sn2006jc,U,y
sn2007ag,J,y
sn2004ex,J,y
sn2016bau,r,y
sn2013df,w1,y
sn2008aq,i,y
SDSS-II6861,g,y
sn1993J,I,y
sn2017ein,I,y
sn2011bm,V,y
sn2006bf,B,n
sn1999dn,I,y
sn2004gt,B,y
sn2009jf,H,y
sn2009er,J,y
sn2004aw,V,y
sn2007d,r,y
sn2010al,w2,y
sn2004gt,u,y
iPTF15dtg,r,y
sn2007kj,B,y
sn2010as,I,y
sn2007d,V,y
sn2007kj,u,y
sn2004aw,R,y
sn2011bm,R,y
sn2003lw,R,n
sn2011ei,w2,y
PTF12gzk,J,y
sn2005mf,K,y
sn2005kr,r,y
sn2006fo,K,y
sn2007ce,i,y
sn2006T,u,y
iPTF13bvn,w1,y
sn2006T,B,y
sn2016hgs,r,y
sn2007Y,g,y
sn2002ji,R,y
sn2004ff,g,y
sn2011dh,V,y
sn2008bo,r,y
sn2010jr,w1,y
sn2012au,w1,n
sn2011hw,R,y
sn2007rz,V,n
sn2005em,r,y
sn2011fu,B,y
sn2011fu,U,y
sn2006el,r,y
sn2007ce,H,y
sn2016gkg,R,y
sn2003id,V,y
sn2011hs,V,y
sn2006fo,J,y
sn2004gv,r,y
sn1999ex,I,n
sn2005mf,J,y
