PTF12gzk,K,y
sn2006bf,g,n
sn2004gt,g,y
sn2007d,B,n
sn2007kj,V,y
sn2004gt,r,y
sn2006bf,r,n
OGLE-2014-sn-131,I,y
PTF12gzk,I,y
sn2005mf,H,y
sn2004gv,g,y
sn2011ei,w1,y
sn2006fo,H,y
sn2015U,I,y
sn2016gkg,g,y
sn2007ce,J,y
sn2006T,V,y
iPTF13bvn,w2,y
sn2005em,g,y
sn2006jc,R,y
sn2012au,w2,n
sn2010jr,w2,y
sn2004dn,I,y
sn2011dh,U,y
OGLE-2012-sn-006,V,y
sn2011dh,B,y
sn2007rz,B,n
sn2004ff,r,y
sn2007Y,r,y
sn2006jo,i,y
sn1997ef,R,n
sn2016hgs,g,y
sn2011fu,V,y
sn2003id,B,y
sn2005kr,g,y
sn2006fo,i,y
sn2010et,i,y
sn2011hs,U,y
sn2005mf,i,y
PTF12gzk,H,y
sn2011hs,B,y
sn2009iz,r,y
sn2011bm,g,y
iPTF15dtg,g,y
sn2004gt,i,y
sn1999dn,B,y
sn2009er,V,y
sn1999dn,U,y
sn2012ap,V,y
sn2009iz,H,y
sn2002ap,V,y
sn2006bf,i,n
sn2017ein,B,y
sn2015U,R,y
PTF12gzk,R,y
sn1993J,U,y
sn1993J,B,y
sn2008cw,V,n
sn1962L,B,y
sn2008aq,U,y
sn1962L,U,y
sn2008aq,B,y
sn2004ex,V,y
sn2007Y,H,y
sn2009mg,w1,y
sn2011hs,w2,y
sn2007ag,V,n
sn2010al,B,y
sn2006jc,I,y
sn2010al,U,y
sn2006jc,H,y
sn2004dn,R,y
sn2004ff,i,y
sn2007Y,w2,y
sn2007Y,i,y
sn2005kz,B,y
sn2005em,J,y
sn1983N,B,y
sn1983N,U,n
sn2014ad,B,y
sn2006jo,r,y
sn2014ad,U,y
sn2005mf,r,y
sn2006fo,r,y
sn2010et,r,y
sn2004gv,J,y
sn2006bf,H,n
sn2003lw,K,n
sn2009iz,i,y
sn2009jf,B,y
sn2010as,g,y
sn2014C,V,y
sn2009jf,U,y
sn2004gt,H,y
sn2010as,R,y
sn2004aw,I,y
sn2004gt,J,y
sn1999dn,V,y
sn2009er,B,y
iPTF15dtg,i,y
sn2011bm,I,y
sn2017ein,V,y
sn2003lw,I,n
sn2002ap,U,y
sn2009iz,K,y
sn2012ap,U,y
sn2002ap,B,y
sn2006bf,J,n
sn2012ap,B,y
sn2004gv,H,y
sn2010et,g,y
sn2006fo,g,y
sn2005kr,i,y
sn1993J,V,y
sn2007ce,r,y
sn2012P,w1,y
sn2008aq,V,y
sn2016hgs,i,y
sn2006jo,g,y
sn1962L,V,y
sn2008cw,B,n
sn2004ex,B,y
sn2012au,m2,y
sn2004ex,u,y
sn2005em,H,y
sn2011hs,w1,y
sn2006jc,J,y
sn2010al,V,y
sn2007ag,B,n
sn2008bo,i,y
sn2006jc,K,y
sn2004ff,J,y
sn2011hw,I,y
sn2005em,i,y
sn2007Y,J,y
sn2007Y,w1,y
sn1983N,V,y
sn2005kz,V,y
sn2006el,i,y
sn2014ad,V,y
sn2016gkg,I,n
sn2004gv,i,y
PTF12gzk,g,y
sn1999ex,R,y
sn2009iz,J,y
sn1991N,V,n
sn2014C,U,y
sn2014C,B,y
sn2009jf,V,y
sn2013ge,w1,n
sn2013ak,U,y
sn2009jf,R,y
sn2013ak,B,y
sn2007qw,i,y
sn2005hl,r,y
PTF11qcj,R,n
sn2006fo,B,y
sn2010et,B,n
sn2006fo,u,y
sn2011hs,I,y
sn2005mf,B,n
sn1999ex,V,y
sn2003id,I,y
sn2006jc,w2,y
sn2014ad,R,y
sn2011ei,V,y
sn2005kz,r,y
sn2004ex,g,y
sn2008ax,w1,y
sn2007rz,i,n
PTF11iqb,w2,y
sn2007ag,g,n
sn2004dn,B,y
sn2013df,m2,n
sn2011dh,I,y
sn2010al,r,y
sn2007rz,H,n
sn2008aq,r,y
sn2006T,J,y
sn2007ce,V,n
sn1993J,R,y
sn2010cn,B,y
sn2010cn,U,y
PTF12gzk,B,y
sn2015U,B,y
sn2017ein,R,y
sn2007kj,J,y
sn2010as,V,y
sn2007d,i,n
sn1999dn,R,y
sn2013ak,V,y
sn2013ge,w2,n
sn2007kj,H,y
sn1999ex,B,y
sn2005mf,V,y
sn1999ex,U,y
sn2006fo,V,y
sn2006jc,w1,y
SDSS-II6861,i,y
sn2006T,H,y
sn2008aq,g,y
sn2011fu,I,y
sn2011ei,U,y
sn2011ei,B,y
SDSS-II5339,r,y
sn2008ax,w2,y
sn2007rz,J,n
PTF11iqb,w1,y
OGLE-2012-sn-006,I,y
sn2004dn,V,y
sn2007ag,r,y
sn2004ex,r,y
ASASSN-14ms,V,y
sn2019all,I,y
sn2008cw,r,n
sn2006T,i,y
sn2010cn,V,y
sn2007ce,B,n
sn2015U,V,y
PTF12gzk,V,y
sn2002ap,R,y
sn2005hl,g,y
sn2012ap,R,y
PTF11qcj,g,n
sn2007kj,i,y
sn2007d,J,n
sn2009er,r,y
sn2010as,B,y
SDSS-II8196,i,y
OGLE16ekf,I,y
sn2007C,K,y
sn2006aj,J,y
sn2003jd,V,y
sn1983V,B,n
sn2003dh,I,y
sn2005hg,K,y
sn2004fe,i,y
PTF11iqb,B,y
sn2013cq,B,n
sn2005ks,i,y
sn2008ax,H,y
sn2005bf,J,y
sn2019gqd,g,y
sn2005az,V,y
sn2009K,g,y
sn2005bf,K,y
sn2011hg,B,y
sn2011hg,U,y
sn2012bz,r,y
sn2007I,V,y
sn2008ax,I,y
sn2004dk,B,y
SDSS-II14475,g,y
sn2011dh,w2,y
sn2008d,V,y
sn2006lc,J,y
sn2005hg,J,y
LSQ14efd,V,y
sn2003dh,H,y
sn2007ru,B,y
sn2007uy,w1,y
sn2007ru,U,y
sn2010bh,i,y
sn2006aj,K,y
sn2009bb,V,y
sn2007C,J,y
sn2007C,H,y
sn2006aj,i,y
sn2012hn,I,y
sn2006cb,r,n
sn2003jd,B,y
sn2005hg,H,y
sn2003dh,J,y
sn1983V,V,y
sn2006lc,H,y
sn2013cq,V,n
PTF11iqb,V,y
sn2013df,R,y
SDSS-II14475,r,y
sn2011am,w1,n
sn2008ax,K,y
sn2007ay,r,y
sn2005bf,i,y
iPTF15dld,i,n
sn2012bz,g,y
sn2005az,B,n
sn1994I,I,y
sn2009K,r,y
sn1998bw,R,y
sn2005bf,H,y
sn2011hg,V,y
sn2008ax,J,y
sn2004dk,V,y
sn2007I,B,y
sn2008d,B,y
sn2008d,w1,y
sn2008d,U,y
sn2011dh,w1,y
sn2006lc,i,y
LSQ14efd,B,y
sn2007uy,r,y
sn2005hg,i,y
sn2007uy,w2,y
sn2007ru,V,y
PTF12hni,i,n
sn2010X,r,y
sn2009bb,u,y
sn2006aj,H,y
sn2012P,i,y
sn2009bb,B,y
sn2007C,i,y
SDSS-II4664,i,y
sn2003bg,V,y
sn2006ba,J,y
sn2005fk,r,y
sn2007ru,R,y
sn2007gr,J,y
PS1-12sk,g,y
sn2007uy,V,y
sn2004gq,H,y
sn2011am,U,y
sn2006ir,J,y
sn2011am,B,y
sn2005kl,K,y
sn2009mk,B,y
sn2009mk,U,y
sn2004dk,R,y
sn2012bz,u,n
sn2014ad,w2,y
sn1998bw,V,y
sn2006ep,H,y
sn2009K,V,y
DES16s1kt,r,y
sn2013cu,V,y
sn2006ep,i,y
sn2005hm,g,y
PS1-12sk,w2,y
sn2006nx,i,y
sn2016gkg,w1,y
PTF11kmb,r,y
PTF10qts,i,y
sn2007ay,V,y
sn2011hw,w2,n
sn2012au,V,y
sn2013cq,R,n
sn2005kl,J,y
sn2013df,V,y
PTF11iqb,R,y
sn2004gq,i,y
LSQ14efd,g,y
sn2007gr,K,y
sn2006cb,V,n
sn2005by,I,y
sn2009bb,g,y
sn2009bb,R,y
sn2006ba,i,y
sn2003bg,B,y
SDSS-II19065,r,y
sn2007gr,I,y
sn2007cl,i,y
sn2007uy,B,y
sn2019pik,I,y
LSQ14efd,R,y
sn2007uy,U,y
sn2006ir,i,y
sn2011am,V,y
sn2005kl,H,y
sn2008d,R,y
sn2007I,r,y
OGLE15jy,I,y
SDSS-II19190,i,y
sn2009mk,V,y
sn2014C,w1,n
PTF11kmb,g,y
sn2009K,B,y
DES16s1kt,g,y
sn2014ad,w1,n
OGLE15eo,I,y
sn2007qv,i,y
sn2005hm,r,y
sn1998bw,B,y
sn2014L,I,y
sn2009K,u,y
sn1998bw,U,y
PS1-12sk,w1,y
sn2013cu,U,y
sn2006ep,J,y
sn2007ke,R,y
sn2013cu,B,y
sn2005az,r,y
sn2016gkg,w2,y
OGLE15rb,I,y
sn2011hw,w1,n
iPTF13bvn,I,y
sn2015ap,w1,y
sn2012au,U,y
LSQ13ccw,I,n
sn2005kl,i,y
sn2013df,B,y
sn2006ir,H,y
sn2012au,B,y
sn2013df,U,y
sn2004gq,J,y
sn2007gr,H,y
sn2003jd,R,n
sn2006ba,H,n
PS1-12sk,r,y
