CMDLINE python fitcfalc_simple.py -b V -t IIb
MEM 0.210938 1443278571.5569
MEM 6.476562 1443278571.6641
MEM 11.910156 1443278571.7754
MEM 20.929688 1443278571.8869
MEM 28.277344 1443278571.9957
MEM 33.898438 1443278572.1045
MEM 43.464844 1443278572.2167
MEM 47.437500 1443278572.3254
MEM 50.472656 1443278572.4343
MEM 51.140625 1443278572.5408
MEM 52.222656 1443278572.6530
MEM 56.589844 1443278572.7649
MEM 59.410156 1443278572.8757
MEM 62.414062 1443278572.9845
MEM 69.722656 1443278573.0902
MEM 71.242188 1443278573.1954
MEM 72.433594 1443278573.3085
MEM 72.453125 1443278573.4232
MEM 72.652344 1443278573.5323
MEM 72.742188 1443278573.6400
MEM 72.761719 1443278573.7491
MEM 72.859375 1443278573.8592
MEM 72.882812 1443278573.9710
MEM 72.957031 1443278574.0839
MEM 81.863281 1443278574.2004
MEM 176.101562 1443278574.3091
MEM 294.437500 1443278574.4194
MEM 461.296875 1443278574.5571
MEM 461.296875 1443278574.6713
MEM 487.871094 1443278574.7838
MEM 505.703125 1443278574.9146
MEM 541.582031 1443278575.0252
MEM 635.000000 1443278575.1380
MEM 635.937500 1443278575.2554
MEM 646.269531 1443278575.3651
MEM 661.273438 1443278575.4734
MEM 661.273438 1443278575.5820
MEM 211.343750 1443278575.6937
MEM 332.476562 1443278575.8052
MEM 456.617188 1443278575.9138
MEM 553.109375 1443278576.0280
MEM 656.800781 1443278576.1349
MEM 904.050781 1443278576.3264
MEM 953.449219 1443278576.4413
MEM 757.996094 1443278576.5484
MEM 914.667969 1443278576.6568
MEM 752.605469 1443278576.7716
MEM 837.109375 1443278576.8863
MEM 917.343750 1443278576.9934
MEM 721.117188 1443278577.1041
MEM 749.332031 1443278577.2141
MEM 868.664062 1443278577.3266
MEM 998.433594 1443278577.4438
MEM 1098.359375 1443278577.5868
MEM 1048.414062 1443278577.7005
MEM 1013.429688 1443278577.8149
MEM 1100.121094 1443278577.9254
MEM 1178.308594 1443278578.0422
MEM 1215.523438 1443278578.1513
MEM 1175.933594 1443278578.2628
MEM 781.101562 1443278578.3706
MEM 297.699219 1443278578.4832
MEM 304.269531 1443278578.5916
MEM 304.269531 1443278578.7020
MEM 350.609375 1443278578.8152
MEM 485.359375 1443278578.9286
MEM 587.460938 1443278579.0400
MEM 716.062500 1443278579.1479
MEM 843.085938 1443278579.2591
MEM 708.660156 1443278579.3683
MEM 881.476562 1443278579.4798
MEM 776.015625 1443278579.5897
MEM 867.800781 1443278579.6979
MEM 720.171875 1443278579.8117
MEM 801.156250 1443278579.9246
MEM 931.183594 1443278580.0765
MEM 962.195312 1443278580.1866
MEM 971.292969 1443278580.2967
MEM 1127.828125 1443278580.4043
MEM 791.707031 1443278580.5165
MEM 365.488281 1443278580.6264
MEM 370.187500 1443278580.7387
MEM 362.863281 1443278580.8486
MEM 471.039062 1443278580.9584
MEM 620.144531 1443278581.0666
MEM 763.003906 1443278581.1751
MEM 887.664062 1443278581.2869
MEM 966.660156 1443278581.3977
MEM 1148.695312 1443278581.5088
MEM 1316.195312 1443278581.6289
MEM 1355.429688 1443278581.7451
MEM 1332.644531 1443278581.8616
MEM 1386.617188 1443278581.9830
MEM 1389.378906 1443278582.0965
MEM 1321.183594 1443278582.2181
MEM 1257.867188 1443278582.3559
MEM 1186.894531 1443278582.4724
MEM 1137.343750 1443278582.5863
MEM 1074.531250 1443278582.7027
MEM 1004.175781 1443278582.8196
MEM 941.167969 1443278582.9370
MEM 874.050781 1443278583.0540
MEM 902.000000 1443278583.1668
MEM 863.871094 1443278583.2826
MEM 859.558594 1443278583.3966
MEM 880.488281 1443278583.5064
MEM 923.144531 1443278583.6233
MEM 967.109375 1443278583.7339
MEM 1014.925781 1443278583.8472
MEM 1060.312500 1443278583.9645
MEM 1100.203125 1443278584.0772
MEM 1127.437500 1443278584.1859
MEM 1171.117188 1443278584.2963
MEM 1208.300781 1443278584.4072
MEM 1232.542969 1443278584.5159
MEM 1274.347656 1443278584.6315
MEM 1273.335938 1443278584.7487
MEM 773.304688 1443278584.8582
MEM 941.015625 1443278584.9692
MEM 1110.625000 1443278585.0814
MEM 1243.304688 1443278585.1914
MEM 763.687500 1443278585.2998
MEM 843.898438 1443278585.4111
MEM 915.460938 1443278585.5211
MEM 977.792969 1443278585.6307
MEM 1054.464844 1443278585.7426
MEM 1132.742188 1443278585.8516
MEM 1165.667969 1443278585.9738
MEM 1213.468750 1443278586.0985
MEM 1264.085938 1443278586.2166
MEM 772.390625 1443278586.3354
MEM 789.710938 1443278586.4475
MEM 797.472656 1443278586.5585
MEM 825.375000 1443278586.6839
MEM 855.277344 1443278586.7913
MEM 951.804688 1443278586.9024
MEM 1106.707031 1443278587.0170
MEM 1235.175781 1443278587.1299
MEM 1299.613281 1443278587.2431
MEM 1384.101562 1443278587.4239
MEM 1388.062500 1443278587.5349
MEM 1388.281250 1443278587.6496
MEM 1388.339844 1443278587.7603
MEM 1458.042969 1443278587.9751
MEM 1630.484375 1443278588.3319
MEM 1539.046875 1443278588.6013
MEM 1380.292969 1443278588.7137
MEM 1392.132812 1443278588.8261
MEM 1392.132812 1443278588.9388
MEM 1443.402344 1443278589.0514
MEM 1582.675781 1443278589.1642
MEM 1726.843750 1443278589.2748
MEM 1764.890625 1443278589.4036
MEM 1766.691406 1443278589.5261
MEM 1842.269531 1443278589.6400
MEM 1901.750000 1443278589.7532
MEM 1645.750000 1443278589.8633
MEM 1385.566406 1443278589.9711
MEM 782.613281 1443278590.0959
MEM 261.113281 1443278590.2089
MEM 274.175781 1443278590.3197
MEM 278.093750 1443278590.4299
MEM 212.312500 1443278590.5434
MEM 301.539062 1443278590.6503
MEM 378.890625 1443278590.7590
MEM 393.882812 1443278590.8705
MEM 413.984375 1443278590.9838
MEM 476.335938 1443278591.1051
MEM 477.269531 1443278591.2166
MEM 481.468750 1443278591.3250
MEM 488.968750 1443278591.4362
MEM 488.968750 1443278591.5452
MEM 284.550781 1443278591.6638
MEM 401.500000 1443278591.7810
MEM 533.304688 1443278591.8924
MEM 592.531250 1443278592.0019
MEM 700.781250 1443278592.1167
MEM 855.269531 1443278592.2281
MEM 1040.359375 1443278592.3394
MEM 1208.523438 1443278592.4591
MEM 944.250000 1443278592.5715
MEM 1103.660156 1443278592.6829
MEM 918.675781 1443278592.7912
MEM 983.023438 1443278592.9013
MEM 1050.410156 1443278593.0144
MEM 1119.019531 1443278593.1280
MEM 1161.816406 1443278593.2358
MEM 903.078125 1443278593.3510
MEM 930.136719 1443278593.4626
MEM 962.226562 1443278593.5755
MEM 1059.921875 1443278593.6865
MEM 1158.562500 1443278593.7962
MEM 1251.582031 1443278593.9088
MEM 1261.925781 1443278594.0197
MEM 1403.273438 1443278594.1698
MEM 1261.925781 1443278594.2812
MEM 1276.917969 1443278594.3930
MEM 1321.515625 1443278594.5006
MEM 1455.601562 1443278594.6097
MEM 1539.675781 1443278594.7238
MEM 1599.203125 1443278594.8352
MEM 1170.480469 1443278594.9452
MEM 372.886719 1443278595.0665
MEM 376.667969 1443278595.1773
MEM 380.417969 1443278595.2861
MEM 380.417969 1443278595.3946
MEM 335.085938 1443278595.5052
MEM 407.175781 1443278595.6172
MEM 494.304688 1443278595.7304
MEM 515.472656 1443278595.8411
MEM 521.429688 1443278595.9522
MEM 525.566406 1443278596.0636
MEM 546.535156 1443278596.1720
MEM 546.535156 1443278596.2852
MEM 551.710938 1443278596.3955
MEM 584.617188 1443278596.5014
MEM 617.589844 1443278596.6158
MEM 643.832031 1443278596.7268
MEM 678.519531 1443278596.8340
MEM 691.292969 1443278596.9465
MEM 441.671875 1443278597.0605
MEM 479.113281 1443278597.1710
