,jd,mag,magerr,filter
427,2458894.0142245,20.30754930924035,0.15692587839686692,ZTF_r
428,2458894.0365278,20.121306816056197,0.1361904982525361,ZTF_r
429,2458894.0384028,20.196028288294965,0.16844176901894214,ZTF_r
434,2458894.9133218,20.52612690851301,0.14399011102256618,ZTF_i
435,2458894.9281366,20.346018780162773,0.12939956935704813,ZTF_i
436,2458894.947338,20.419047531381963,0.14118033998418347,ZTF_i
437,2458894.9776505,20.57410207175838,0.1847527297448612,ZTF_r
438,2458894.9785995,20.247571062024655,0.1506230745104452,ZTF_r
439,2458895.0060764,20.66297367324527,0.20467603538340826,ZTF_r
440,2458895.0102431,20.58847991754263,0.19616514589253675,ZTF_r
441,2458895.8004861,20.773540125148607,0.18381001414751608,ZTF_i
442,2458895.8086111,20.671247803660464,0.16229527198273072,ZTF_i
443,2458895.8446412,20.66630591646519,0.16317191960284114,ZTF_i
444,2458895.8680208,20.450667374247995,0.1356493325553692,ZTF_i
447,2458895.905706,20.956297550796606,0.22138326405135256,ZTF_g
449,2458895.9535532,20.2836362556725,0.1325422370827459,ZTF_r
450,2458895.9549421,20.335602835327624,0.1504389493822225,ZTF_r
451,2458895.9712616,20.730889286830855,0.22298835485984012,ZTF_r
452,2458895.9735532,20.47517992551152,0.20237462871578857,ZTF_r
453,2458896.8271644,20.824057007638775,0.2324650073929054,ZTF_i
454,2458896.8283449,20.840895081108947,0.2096265743967201,ZTF_i
455,2458896.8713426,20.61238868579069,0.20561406559863998,ZTF_i
465,2458898.9671528,20.60630610939623,0.12951930745526227,ZTF_r
466,2458898.9680556,20.882223814366814,0.17515059695466803,ZTF_r
467,2458898.9694444,21.082468251898085,0.21601290722133823,ZTF_r
468,2458898.9703356,20.664317310653164,0.14862115197660275,ZTF_r
469,2458898.9904861,21.265316587127543,0.22559717119172126,ZTF_r
470,2458898.9909722,20.951805150866274,0.2249597656151996,ZTF_r
471,2458899.0072801,20.81028365470148,0.16761894252707105,ZTF_r
472,2458899.0086921,20.583535116680093,0.14569035010964385,ZTF_r
480,2458899.9497801,20.921669086499655,0.1975728953823866,ZTF_r
481,2458899.9506944,20.68003296156978,0.1779749063431898,ZTF_r
483,2458899.9742361,20.797705765216726,0.17113280980150702,ZTF_r
485,2458899.9778588,20.814032577028108,0.22831923264108803,ZTF_r
487,2458899.9906481,20.76463058138471,0.17785063760137926,ZTF_r
497,2458900.9087963,20.999319393799254,0.23671409215757364,ZTF_r
507,2458901.9079745,21.040878097404345,0.2133218733960098,ZTF_r
524,2458903.9064352,20.998340410913137,0.20908480921469494,ZTF_r
527,2458903.9300926,20.887204327823675,0.1955099380093148,ZTF_r
529,2458903.9504977,20.862463847032032,0.22107911591340054,ZTF_r
530,2458903.9527778,20.9525823688046,0.23795089810891296,ZTF_r
531,2458903.9657639,21.182265106618516,0.23510573744449104,ZTF_r
532,2458903.9671412,21.086449344701897,0.21755747497677777,ZTF_r
533,2458903.9915625,21.186704438697355,0.2242261057166786,ZTF_r
583,2458908.9658218,21.10998512326369,0.23312231329239455,ZTF_r
