,jd,mag,magerr,filter
49,2459141.8677199,20.143835543420025,0.17813360857426477,ZTF_r
50,2459141.8687037,19.912669966294487,0.13112025816415376,ZTF_r
51,2459141.9492824,19.73719785635079,0.059654807040409666,ZTF_g
52,2459141.9502199,19.87751986426867,0.06473872987147716,ZTF_g
53,2459142.9638542,19.817136914381003,0.07871344057701272,ZTF_g
54,2459142.9643171,19.834647445163604,0.06871878833624553,ZTF_g
55,2459142.988669,19.77423093164303,0.059719096236846216,ZTF_g
56,2459143.0059838,19.81579475000988,0.07390127318130037,ZTF_r
57,2459143.9276273,19.88727062506223,0.06792925528163982,ZTF_g
58,2459143.9937153,19.75813559512891,0.0756713016767002,ZTF_r
59,2459144.9403472,19.932766515574315,0.07657022115451963,ZTF_r
60,2459144.9751505,20.244537507349527,0.11419325136585577,ZTF_g
61,2459144.9756134,20.224481763699885,0.10486050747471565,ZTF_g
62,2459145.0165394,20.308013556402262,0.08436052427229025,ZTF_g
63,2459145.9519907,20.759462897793505,0.14037524395215656,ZTF_g
64,2459145.9529282,20.633994579687673,0.12674215414156667,ZTF_g
65,2459145.9967245,19.951305693446283,0.07338417305866213,ZTF_r
66,2459145.9977431,20.23231933644331,0.10799135741446891,ZTF_r
75,2459150.9936574,20.69335216490157,0.1743288665347588,ZTF_r
76,2459150.9945949,20.685098592873988,0.18155325821904497,ZTF_r
