# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.8 on 2024-03-07 at 07:07:41
#
# Requested input R.A. = 9.3619583 degrees
# Requested input Dec. = 15.0142222 degrees
# Requested JD start = 2458327.35 days
# Requested JD end = 2458477.35 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 500 14 1 ZTF_r 574436185315 0 2.1604 131.929 19.4433 25.8359 3.33641e-05 0.0412657 0.082101 4.56689e-05 396 30. 0.060927 0.062996 18.7043 25.8359 1 2458328.9361806 500120253 11.0236506919926 82.7505550015206 0.148186734919246 1.06207066802453 253.176352927013 155.031673702629 1.64406088216109 1.04088131909049 1.27303623474168 18.3070000648499 0.114000000059605 5.89900016784668 0.453000009059906 2458276.962951 2458338.000127 0
 1 500 14 1 ZTF_r 580439895315 0 1.6529 183.526 8.46184 26.1586 1.32853e-05 0.0273689 0.0970964 1.75026e-05 442 30. 0.064274 0.052003 20.17 26.1586 1 2458334.9398958 500120253 -24.6709484310508 34.4485995894638 -0.796652778185622 1.11610489902239 -21.9238032390901 66.0276463159795 -0.334276057784417 1.05612800123435 1.27303623474168 18.3070000648499 0.114000000059605 5.89900016784668 0.453000009059906 2458276.962951 2458338.000127 0
 2 500 14 1 ZTF_g 580464995315 0 1.9181 92.627 8.32673 26.2461 2.05484e-05 0.0332537 -0.0333115 2.90396e-05 415 30. 0.058343 0.05095 20.3669 26.2461 1 2458334.965 500120153 3.34803845070948 38.721160499429 0.0961826798350441 1.00048623546209 46.719536681634 66.6036081286568 0.706180892757854 1.13497468358836 3.73782471405029 18.3640000343323 0.0900000035762787 7.47100019454956 0.555999994277954 2458280.946944 2458345.903067 0
 3 1546 6 1 ZTF_r 581427122115 0 1.9617 168.116 6.68479 26.2421 9.08e-06 0.0240582 0.105236 1.20695e-05 465 30. 0.054001 0.046766 20.4159 26.2421 2 2458335.9271296 1546120221 -32.0418957311538 27.406726554604 -1.30051641202658 1.04489791143812 26.3426975273764 54.2562212596646 0.48879403126741 1.03857202143807 2.97516203010649 18.8910001754761 0.129999995231628 8.71700000762939 0.660000026226044 2458335.927130 2458436.802107 0
 4 1546 6 1 ZTF_r 581427592115 0 1.9765 169.373 6.66616 26.2502 7.6725e-06 0.0221856 0.107298 1.02373e-05 465 30. 0.049249 0.049114 20.4143 26.2502 2 2458335.9275926 1546120221 -33.3421608964658 29.6041753278189 -1.25283990059093 1.0110974049762 -50.1491159666818 58.0729655802368 -0.869369639445858 1.03965432752335 2.97516203010649 18.8910001754761 0.129999995231628 8.71700000762939 0.660000026226044 2458335.927130 2458436.802107 0
 5 500 14 1 ZTF_r 581428045315 0 2.1074 187.318 6.60586 26.1952 9.3899e-06 0.0225714 0.0890812 1.23339e-05 432 30. 0.052439 0.04212 20.379 26.1952 1 2458335.928044 500120253 19.9863327209237 28.9625982985175 0.767627267618641 0.918117407151582 28.1693096558382 54.7844414808757 0.517647543910592 1.04669254143234 1.27303623474168 18.3070000648499 0.114000000059605 5.89900016784668 0.453000009059906 2458276.962951 2458338.000127 0
 6 500 14 1 ZTF_r 581428495315 0 2.1159 187.819 6.57417 26.198 8.9437e-06 0.0220189 0.0899549 1.17186e-05 431 30. 0.049117 0.045171 20.377 26.198 1 2458335.9284954 500120253 -25.766564752979 27.6239224660145 -1.03759047466936 1.06743251501076 -101.593622944169 52.0401775338321 -1.96536343046458 1.04933009272975 1.27303623474168 18.3070000648499 0.114000000059605 5.89900016784668 0.453000009059906 2458276.962951 2458338.000127 0
 7 1546 6 1 ZTF_g 581502172115 0 2.8755 109.829 11.5441 26.1979 2.16036e-05 0.0331326 -0.0199117 3.64792e-05 363 30. 0.05973 0.053923 19.7502 26.1979 2 2458336.0021759 1546120121 -194.60681620821 56.0756447490739 -3.86045569830235 1.01486087633814 -155.007673780593 94.2339102529492 -1.65600322604648 1.09797336803493 0.16411009129759 18.8209998130798 0.0850000008940697 4.66900014877319 0.435000002384186 2458336.002176 2458435.699630 0
 8 1546 6 1 ZTF_r 582427672115 0 2.2119 171.841 5.81756 26.2591 8.0604e-06 0.0227266 0.115096 1.07159e-05 467 30. 0.054378 0.048887 20.4526 26.2591 2 2458336.9276736 1546120221 -53.922403077659 28.6287939206219 -2.09517829915983 1.00372710540084 -32.6732488995202 51.4325438389588 -0.639542644705726 1.05172394168182 2.97516203010649 18.8910001754761 0.129999995231628 8.71700000762939 0.660000026226044 2458335.927130 2458436.802107 0
