,jd,mag,magerr,filter
116,2459079.9139236,21.194627231070967,0.21768456284102197,ZTF_r
117,2459079.9300347,20.62448169127261,0.1386614148824602,ZTF_r
118,2459079.9309722,20.74979674803199,0.16159550161269387,ZTF_r
119,2459079.9700116,20.876319383490753,0.13394167793858625,ZTF_g
120,2459079.9709722,21.214222710783403,0.2321650276289518,ZTF_g
121,2459080.9111806,19.543596094132166,0.05798362501447602,ZTF_g
122,2459080.9412153,19.697399130943154,0.14041530386366585,ZTF_g
123,2459080.9827778,19.463521325999697,0.05625564783203928,ZTF_r
124,2459081.0114583,19.448520809454955,0.07795953995984087,ZTF_r
125,2459081.9140509,19.62993189518129,0.053056221467870535,ZTF_r
126,2459081.9257292,19.621635185389593,0.05904281403652684,ZTF_r
127,2459081.9695949,19.517918944349166,0.05248004438641857,ZTF_g
128,2459082.8432639,20.255978154406318,0.19089337497957715,ZTF_g
129,2459082.9242708,19.949757211625204,0.07516027134659434,ZTF_g
130,2459082.9262269,19.982365485854118,0.07617001700936556,ZTF_g
131,2459082.9750926,19.81618401791134,0.08827543635288389,ZTF_r
132,2459082.9761227,19.80566302827091,0.09675085384562569,ZTF_r
133,2459083.0069907,20.018614467343593,0.09458851250737926,ZTF_r
134,2459084.973831,20.804775348775372,0.14941114025678942,ZTF_g
135,2459084.991169,20.57852460206333,0.13263183597721792,ZTF_r
136,2459085.0079167,20.327816593207505,0.11082586123661971,ZTF_r
137,2459085.7208218,20.97671767900944,0.13253540843484135,ZTF_g
140,2459085.9004398,21.16762125095744,0.1919068137270185,ZTF_g
141,2459085.9193866,21.074789332573516,0.16556142549548236,ZTF_g
142,2459085.9213426,21.18318888073537,0.17470265099694385,ZTF_g
143,2459085.9696875,20.723875359042545,0.13086153003175144,ZTF_r
144,2459085.9706134,20.62345838952855,0.11801371450952454,ZTF_r
145,2459086.8627315,21.019955684532846,0.19446332157547544,ZTF_r
146,2459086.922338,20.923248184926862,0.16297005516708646,ZTF_r
147,2459086.9233102,21.27556951776011,0.22902965317505886,ZTF_r
149,2459086.9757986,21.389175445512034,0.23160303716558192,ZTF_g
151,2459087.9314468,20.954245215050257,0.19385310780453832,ZTF_r
152,2459087.9406597,21.062404685592004,0.2291604674476273,ZTF_r
157,2459088.8812963,21.07527923691595,0.2065579899401606,ZTF_r
158,2459088.904838,21.084958324781354,0.2382989086430016,ZTF_r
166,2459089.9501968,20.83213131680637,0.19133701662640099,ZTF_r
167,2459089.9511343,21.114825671552527,0.21763504601327013,ZTF_r
168,2459089.9555208,20.804470056715466,0.17942095744381725,ZTF_r
178,2459091.8405556,20.639472055992098,0.0931525549550765,ZTF_r
182,2459091.9667361,21.181265551872798,0.20697296575631263,ZTF_r
183,2459091.9678356,21.029704015068376,0.17411690672749555,ZTF_r
184,2459091.9726968,20.793298948917865,0.1477530061626726,ZTF_r
234,2459109.9141088,20.91427855209644,0.23746897181471163,ZTF_r
237,2459110.9426273,20.95382152267641,0.22938192170991703,ZTF_r
245,2459112.8695718,21.05361206191608,0.18454949161252684,ZTF_r
253,2459114.9084028,21.17757001691351,0.20626385515135087,ZTF_r
