,jd,mag,magerr,filter
251,2458968.7971412,18.399089435645053,0.024076885873574882,ZTF_g
252,2458968.8458796,19.104577444386834,0.05562156796218487,ZTF_i
253,2458968.8707755,18.766063622050005,0.02980055952665368,ZTF_r
254,2458971.7176968,18.53725618164575,0.03703203252597205,ZTF_r
255,2458971.7955787,18.307226022445676,0.03085750366469751,ZTF_g
256,2458972.8459259,18.614381186267735,0.06680529699191913,ZTF_i
257,2458974.7056366,18.656856874327463,0.07287306030430821,ZTF_g
258,2458974.7510417,18.606809095977695,0.06006089976614199,ZTF_r
259,2458976.8873264,18.765762065975686,0.0996582167889605,ZTF_i
261,2458977.7646991,18.77769111604959,0.07656180045845244,ZTF_r
262,2458977.7651736,18.89533632372247,0.07755570106869607,ZTF_r
263,2458977.8371759,18.87988278707077,0.1449809119629724,ZTF_g
264,2458978.7896181,18.846025465090985,0.049202836985429675,ZTF_r
265,2458978.7900926,18.92594054051711,0.05463067000858923,ZTF_r
266,2458980.7227083,19.12519221076489,0.032338246811271794,ZTF_g
267,2458980.7516319,18.983917280596586,0.030939348228665682,ZTF_r
268,2458980.8394097,18.957347512846297,0.07459833022303895,ZTF_i
269,2458985.7050231,19.167918930525673,0.03808125226669329,ZTF_g
270,2458987.7893287,19.074497264052788,0.059872484475797384,ZTF_i
271,2458991.747338,18.967267967164787,0.034051205098933515,ZTF_r
272,2458991.8016319,19.27156403984646,0.04128335148173523,ZTF_g
273,2458994.7566319,19.477597909683965,0.046552700255866865,ZTF_g
274,2458994.7885648,18.98442858954965,0.036545927586384724,ZTF_r
275,2458997.7137384,19.589208478394184,0.0594455115690857,ZTF_g
276,2458997.7549074,19.174929085876027,0.038816059301326665,ZTF_r
277,2459000.7604514,20.183601102555695,0.17513572468293964,ZTF_g
278,2459004.690787,20.109059842183193,0.2245303133862803,ZTF_g
279,2459004.7522222,19.465234753436903,0.11397981095493866,ZTF_r
280,2459009.7024074,20.044549614594416,0.12965509967326685,ZTF_r
281,2459009.7476042,20.99178927329495,0.2658718782814545,ZTF_g
282,2459011.7127083,19.83155716424691,0.11445820922871809,ZTF_i
283,2459012.699294,20.820511843045477,0.14154422096957406,ZTF_g
284,2459012.7271528,19.922922387281282,0.07689206404227474,ZTF_r
285,2459015.7192014,20.118974032863914,0.10114708316054666,ZTF_r
286,2459018.7069213,21.24286032086318,0.20847112638374232,ZTF_g
287,2459018.7755093,20.507458972316833,0.21661599587971275,ZTF_i
288,2459021.6871412,21.35789390617925,0.21170196326674534,ZTF_g
289,2459021.7280671,21.050732680356838,0.15248461910360875,ZTF_g
290,2459023.7545255,20.286512269654125,0.20824139016803567,ZTF_i
291,2459024.7043981,21.36962862448857,0.25298488183193546,ZTF_g
292,2459024.7160301,20.556778208007355,0.25098185711238674,ZTF_r
294,2459027.7573264,20.52692800181704,0.24113437145451672,ZTF_r
297,2459033.675162,20.703022508998536,0.3249104609669262,ZTF_r
299,2459033.7532407,20.089152682706626,0.24532478255450274,ZTF_i
305,2459038.6940856,20.88880142955891,0.19304989619114454,ZTF_r
307,2459039.7085648,21.395449621752366,0.24443207692528043,ZTF_g
308,2459039.7141667,20.867214421919577,0.16267335673062894,ZTF_r
309,2459040.7023032,20.729059257494562,0.17180944598300665,ZTF_r
310,2459040.7143866,21.23471092777821,0.2342918865879115,ZTF_g
311,2459041.6842593,20.343200899637225,0.18527412017504521,ZTF_i
313,2459041.7469907,21.076913087610055,0.2845135500435763,ZTF_r
314,2459042.7144444,20.47575809537232,0.13405212727103005,ZTF_r
315,2459043.7058681,21.431835976784342,0.33343060986055933,ZTF_g
316,2459043.7395139,21.19514505581781,0.3460226364766689,ZTF_r
317,2459045.6879051,20.515520316741892,0.249132212442991,ZTF_i
318,2459049.7476505,20.43426613048259,0.22516045077453992,ZTF_i
319,2459053.7562384,20.796927559600043,0.3583263337637553,ZTF_i
324,2459059.6920602,20.663609464167124,0.3747680153713684,ZTF_i
